BranchAndBound,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.000422,789,200,16,-,-,
RatioSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.000312,4.0,183.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.000373,649.0,353.0,10.0,-,-,
WeightSortGreedy,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.000425,611.0,185.0,21.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.075259,783.0,199,18,-,-,
TopDownDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.108197,789,200,16.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.105432,789,200,16.0,-,-,
FullyPolyNomial,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.119974,788.9943000000001,200,16,-,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.285615,1654,1679,51,50,-,
AntColony,artificial/01_knap_un_100_200_10.csv,100,200,-,-,50,0:00:00.023357,378,131,8,50,0.5,
Randomized,artificial/01_knap_un_100_200_10.csv,100,200,-,-,50,0:00:00.001273,307,190,5,0.1,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.013390,1825,1991,54,10,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.074512,1780,2066,54,25,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:00.616689,2040,2192,60,75,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:01.092550,1642,1927,51,100,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:04.502392,2005,1860,57,200,-,
GeneticProgramming,artificial/01_knap_un_100_200_10.csv,100,200,-,-,-,0:00:07.113658,1672,1947,49,250,-,
