BranchAndBound,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.000282,144,99,9,-,-,
RatioSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.000309,93.0,83.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.001066,93.0,83.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.000303,127.0,82.0,9.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.038909,127.0,82,9,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.010347,145,100,9.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.010906,141,96,9.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.011795,140.98590000000002,96,9,-,-,
GeneticProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,-,0:00:00.013299,123,98,5,10,-,
AntColony,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,50,0:00:00.015539,134,99,7,200,0.75,
Randomized,artificial/01_knap_sc_20_100_13.csv,20,100,144,0:10:00,100,0:00:00.010292,93,83,2,0.2,-,
BranchAndBound,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.000339,144,99,9,-,-,
RatioSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.000340,93.0,83.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.000216,93.0,83.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.000212,127.0,82.0,9.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.043421,127.0,82,9,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.010156,145,100,9.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.013541,145,100,9.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.012763,144.9856,100,9,-,-,
GeneticProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,-,0:00:00.013951,260,215,9,10,-,
AntColony,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,50,0:00:00.020503,124,99,5,200,0.75,
Randomized,artificial/01_knap_sc_20_100_13.csv,20,100,144,1:40:00,100,0:00:00.100448,93,83,2,0.2,-,
BranchAndBound,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.000384,144,99,9,-,-,
RatioSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.000302,93.0,83.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.000289,93.0,83.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.000333,127.0,82.0,9.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.027852,127.0,82,9,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.011018,145,100,9.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.012984,145,100,9.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.013087,144.9856,100,9,-,-,
GeneticProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,-,0:00:00.017456,316,261,11,10,-,
AntColony,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,50,0:00:00.017954,126,96,6,200,0.75,
Randomized,artificial/01_knap_sc_20_100_13.csv,20,100,144,16:40:00,100,0:00:01.000259,93,83,2,0.2,-,
BranchAndBound,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.000262,144,99,9,-,-,
RatioSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.000335,93.0,83.0,2.0,-,-,
ValueSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.000351,93.0,83.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.000418,127.0,82.0,9.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.032035,127.0,82,9,-,-,
TopDownDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.009923,145,100,9.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.010957,145,100,9.0,-,-,
FullyPolyNomial,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.012764,144.9856,100,9,-,-,
GeneticProgramming,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,-,0:00:00.016985,262,217,9,10,-,
AntColony,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,50,0:00:00.019554,124,94,6,200,0.75,
Randomized,artificial/01_knap_sc_20_100_13.csv,20,100,144,6 days, 22:40:00,100,0:00:10.000292,89,79,2,0.2,-,
