75,150
72.0,64
36.0,28
61.0,53
84.0,76
10.0,2
41.0,33
60.0,52
17.0,9
10.0,2
80.0,72
63.0,55
57.0,49
35.0,27
13.0,5
65.0,57
88.0,80
24.0,16
69.0,61
38.0,30
81.0,73
64.0,56
42.0,34
87.0,79
14.0,6
44.0,36
83.0,75
53.0,45
73.0,65
86.0,78
48.0,40
22.0,14
41.0,33
12.0,4
49.0,41
50.0,42
9.0,1
79.0,71
66.0,58
33.0,25
13.0,5
15.0,7
33.0,25
71.0,63
29.0,21
56.0,48
38.0,30
19.0,11
84.0,76
49.0,41
74.0,66
86.0,78
26.0,18
73.0,65
24.0,16
33.0,25
55.0,47
18.0,10
31.0,23
26.0,18
28.0,20
75.0,67
88.0,80
12.0,4
40.0,32
53.0,45
32.0,24
82.0,74
80.0,72
16.0,8
39.0,31
88.0,80
40.0,32
25.0,17
24.0,16
29.0,21
