75,150
32,39
61,56
68,72
1,7
57,56
71,77
6,11
31,25
79,79
48,45
49,50
29,31
2,1
31,35
23,22
75,67
17,19
58,55
61,59
46,44
56,50
1,1
9,16
67,71
85,78
0,4
11,7
-2,2
53,56
46,49
47,41
40,45
56,57
53,55
32,39
32,38
12,11
52,60
23,16
34,32
45,44
16,15
80,77
46,54
23,23
57,55
3,6
17,9
7,15
17,14
28,32
5,11
56,55
39,38
41,39
50,44
29,26
39,40
19,12
59,63
85,78
22,24
53,51
23,30
18,11
47,55
71,65
11,19
10,14
28,20
31,28
16,15
85,80
67,66
60,62
