100,200
21.0,18
28.0,25
25.0,22
16.0,13
6.0,3
23.0,20
13.0,10
22.0,19
17.0,14
15.0,12
32.0,29
30.0,27
9.0,6
26.0,23
23.0,20
7.0,4
13.0,10
10.0,7
12.0,9
12.0,9
9.0,6
21.0,18
5.0,2
14.0,11
25.0,22
22.0,19
5.0,2
16.0,13
16.0,13
17.0,14
33.0,30
17.0,14
31.0,28
20.0,17
12.0,9
28.0,25
30.0,27
5.0,2
4.0,1
22.0,19
33.0,30
5.0,2
13.0,10
31.0,28
10.0,7
29.0,26
6.0,3
27.0,24
32.0,29
17.0,14
25.0,22
32.0,29
27.0,24
17.0,14
7.0,4
9.0,6
16.0,13
20.0,17
6.0,3
31.0,28
5.0,2
18.0,15
22.0,19
10.0,7
25.0,22
22.0,19
25.0,22
22.0,19
13.0,10
24.0,21
27.0,24
19.0,16
20.0,17
7.0,4
12.0,9
6.0,3
4.0,1
5.0,2
29.0,26
12.0,9
28.0,25
32.0,29
9.0,6
30.0,27
16.0,13
16.0,13
23.0,20
31.0,28
4.0,1
19.0,16
31.0,28
8.0,5
11.0,8
14.0,11
33.0,30
14.0,11
4.0,1
14.0,11
30.0,27
24.0,21
