75,150
43,3
5,15
46,80
37,38
76,51
39,13
78,31
65,58
1,16
49,31
62,29
25,58
58,49
42,7
6,70
44,9
9,20
30,37
35,72
22,13
15,58
2,31
19,37
20,3
46,65
17,55
44,46
12,61
29,45
23,25
36,15
65,1
77,10
70,30
20,23
56,53
51,1
25,57
54,62
70,5
12,62
66,16
64,31
31,40
65,55
27,65
24,15
14,8
45,6
64,20
28,52
69,64
58,77
51,21
3,63
46,60
7,1
54,48
66,52
65,36
16,73
43,46
5,30
78,4
17,28
10,7
14,1
53,64
71,39
61,8
70,30
72,35
26,67
78,28
75,21
