100,200
18,11
66,59
75,68
55,48
37,30
61,54
9,2
38,31
14,7
21,14
15,8
32,25
28,21
46,39
74,67
36,29
34,27
48,41
18,11
51,44
27,20
54,47
70,63
56,49
60,53
55,48
75,68
48,41
66,59
54,47
21,14
32,25
42,35
48,41
64,57
11,4
37,30
77,70
74,67
31,24
46,39
77,70
33,26
64,57
44,37
28,21
37,30
69,62
43,36
13,6
60,53
68,61
45,38
54,47
31,24
26,19
43,36
62,55
52,45
61,54
16,9
9,2
66,59
17,10
39,32
41,34
32,25
49,42
60,53
40,33
44,37
44,37
15,8
53,46
72,65
53,46
19,12
60,53
45,38
42,35
70,63
40,33
27,20
67,60
52,45
72,65
21,14
16,9
47,40
31,24
75,68
24,17
17,10
77,70
68,61
27,20
51,44
59,52
19,12
75,68
