BranchAndBound,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.317537,44354,25016,286,-,-,
RatioSortGreedy,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.003323,11884.0,28355.0,312.0,-,-,
ValueSortGreedy,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.001373,41512.0,38273.0,39.0,-,-,
WeightSortGreedy,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.006922,27980.0,24959.0,467.0,-,-,
RatiosortAndConvergeGreedy,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:02.551387,44351.0,25016,291,-,-,
TopDownDynamicProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:14:07.337920,44356,25016,284.0,-,-,
BottomUpDynamicProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:11:40.631214,44356,25016,284.0,-,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.342499,1295171,1289084,2524,50,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,50,0:00:37.382147,26661,25005,56,50,0.5,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,50,0:00:00.074111,0,0,0,0.1,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.085220,1264202,1261009,2509,25,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,25,0:00:36.778719,26328,24983,65,50,0.5,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,25,0:00:00.039298,0,0,0,-,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:00.758620,1267669,1265872,2518,75,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,75,0:00:36.150762,26612,24977,54,50,0.5,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,75,0:00:00.103049,0,0,0,-,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:01.365869,1250597,1245552,2510,100,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,100,0:00:36.729666,26408,24656,54,50,0.5,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,100,0:00:00.140902,0,0,0,-,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:05.665637,1289099,1285030,2511,200,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:36.544730,26427,24986,59,50,0.5,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:00.273816,0,0,0,-,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:09.007575,1236576,1236104,2480,250,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:13.041486,1244197,1242007,2460,300,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:18.000829,1241017,1233806,2461,350,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:24.168645,1281397,1280355,2544,400,-,
GeneticProgramming,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,-,0:00:38.532582,1272562,1268794,2508,500,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,250,0:01:13.488966,25998,24682,56,100,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,300,0:01:12.904977,26404,24936,55,100,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,350,0:01:12.347587,26096,24877,50,100,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,400,0:01:12.988821,26459,24733,55,100,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,500,0:01:14.095090,26320,24901,56,100,-,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:18.242961,26442,24965,55,25,0.5,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:36.758317,26405,24984,54,50,0.5,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:54.600732,26491,24569,56,75,0.5,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:01:13.260375,26540,24878,56,100,0.5,
AntColony,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:02:27.378928,26439,24072,59,200,0.5,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:00.264975,0,0,0,0.2,-,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:00.266070,0,0,0,0.3,-,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:00.265388,0,0,0,0.4,-,
Randomized,large_scale/knapPI_2_5000_1000_1,5000,25016,44356,-,200,0:00:00.272637,0,0,0,0.5,-,
